32
process will start at : 
Fri Oct 21 15:31:43 CST 2022
++++++++++++++++++++++++++++++++++++++++
Load GaoDataSet from dataset/new_cui2020.csv ... done (5809 lines, 7.469 seconds) 
# of all graphs/labels:      5808
# of testing graphs/labels:      1162
>>> Training of the Model >>>
Start at:  Fri Oct 21 15:33:08 2022
PID:       26511
# of training graphs/labels: 4646
Learning rate:               1E-03
Batch size:                  64
Maximum epochs:              1000
Output frequency:            1
Params filename prefix:      models/solub
Device:                      cpu
------------------------------------------------------------------------------------------------------------------------------------------------------
     Epoch    TrainingLoss        TrainMAE       TrainRMSE         Time(s) SavePrefix
------------------------------------------------------------------------------------------------------------------------------------------------------
         0       6.4698717       6.9592409       8.3689032      21.6964393 models/solub-0
------------------------------------------------------------------------------------------------------------------------------------------------------
Final loss: 0.2578, Final mae: 0.5697, Final mse: 0.7102, Final rmse: 0.8113
Total training time: 18872.2101 seconds
>>> Training of the Model Accomplished! >>>
End at:  Fri Oct 21 20:47:41 2022
  764     -2.09500000     -3.73800000
  765     -4.16100000     -4.07000000
  766     -2.43600000     -2.71900000
  767     -2.82100000     -3.07900000
  768     -1.39000000     -1.52000000
  769     -4.38700000     -5.10500000
  770     -2.08300000     -2.33600000
  771     -3.93700000     -3.01400000
  772     -2.84600000     -3.37100000
  773     -2.96600000     -4.08700000
  774     -2.59000000     -2.44500000
  775     -3.18000000     -1.73200000
  776     -3.41500000     -3.43000000
  777     -3.68000000     -4.57200000
  778     -2.61300000     -2.35100000
  779     -3.53900000     -3.78300000
  780     -2.74200000     -4.06000000
  781     -1.92900000     -3.64600000
  782     -2.91900000     -2.81000000
  783     -4.38700000     -5.14100000
  784     -2.08300000     -1.61200000
  785     -3.06000000     -4.32800000
  786     -3.58800000     -3.23100000
  787     -2.83900000     -2.39500000
  788     -4.67700000     -7.39900000
  789     -2.42000000     -3.52600000
  790     -7.36000000     -6.05200000
  791     -3.03700000     -4.48200000
  792     -2.05200000     -2.25000000
  793     -1.45000000     -2.27200000
  794     -5.19000000     -5.73900000
  795     -2.78800000     -3.09300000
  796     -3.85600000     -4.39800000
  797     -2.37400000     -1.89600000
  798     -6.57000000     -5.51400000
  799     -1.68000000     -1.74100000
  800     -3.44800000     -2.07600000
  801     -2.88600000     -1.78800000
  802     -3.10800000     -4.89600000
  803     -1.58000000     -1.61000000
  804     -1.08500000     -1.77200000
  805     -2.08000000     -2.19700000
  806     -1.07500000     -0.18800000
  807     -5.54900000     -5.03700000
  808     -5.99300000     -5.89400000
  809     -3.43000000     -3.84600000
  810     -4.86800000     -4.42800000
  811     -5.24300000     -4.01200000
  812     -3.39900000     -3.63900000
  813     -2.57000000     -3.01700000
  814     -1.56300000     -1.95300000
  815     -2.45100000     -2.63800000
  816     -1.32300000     -2.00100000
  817     -1.67000000     -1.82000000
  818     -3.60000000     -3.03700000
  819     -2.83400000     -3.23600000
  820     -2.62400000     -2.91900000
  821     -1.60400000     -1.08300000
  822     -2.35000000     -2.87700000
  823     -2.24000000     -1.05600000
  824     -2.63700000     -2.99100000
  825     -3.99900000     -3.91900000
  826     -3.70000000     -1.88900000
  827     -4.96400000     -5.07700000
  828     -2.30000000     -2.58300000
  829     -3.51900000     -3.91300000
  830     -2.71500000     -3.58100000
  831     -1.51000000     -1.99600000
  832     -1.73200000     -2.04500000
  833     -2.38200000     -2.19600000
  834     -3.90000000     -3.43100000
  835     -2.62000000     -1.92700000
  836     -7.21000000     -7.56700000
  837     -2.73000000     -3.85900000
  838     -2.90200000     -1.64800000
  839     -5.62000000     -5.15000000
  840     -4.60000000     -4.04700000
  841     -4.48100000     -2.69300000
  842     -5.71300000     -5.49700000
  843     -2.45800000     -2.02500000
  844     -3.01500000     -2.75400000
  845     -5.44700000     -5.68400000
  846     -3.42300000     -3.11000000
  847     -3.13500000     -3.16000000
  848     -5.74000000     -6.62300000
  849     -4.11500000     -5.40400000
  850     -6.80400000     -6.96300000
  851     -2.57400000     -1.80800000
  852     -6.26800000     -4.87800000
  853     -3.67100000     -3.79400000
  854     -2.55100000     -2.67800000
  855     -2.49700000     -2.00900000
  856     -3.08000000     -2.64700000
  857     -4.68600000     -5.01100000
  858     -2.57200000     -3.49800000
  859     -2.22000000     -2.66200000
  860     -7.26000000     -5.82400000
  861     -2.44000000     -2.87100000
  862     -2.89300000     -4.02900000
  863     -1.83800000     -3.22700000
  864     -2.46600000      0.53100000
  865     -3.07400000     -4.23500000
  866     -4.29000000     -3.45000000
  867     -5.82400000     -5.10100000
  868     -2.58800000     -2.95500000
  869     -1.42700000     -1.73900000
  870     -1.32100000     -2.28800000
  871     -3.33700000     -3.52300000
  872     -5.89500000     -4.55100000
  873     -1.46900000     -1.68600000
  874     -2.63000000     -3.72200000
  875     -2.46200000     -2.45100000
  876     -5.07000000     -4.88000000
  877     -6.30000000     -4.72200000
  878     -5.12900000     -5.02800000
  879     -8.13300000     -7.52400000
  880     -1.12000000     -1.60800000
  881     -9.63000000    -10.40800000
  882     -1.68800000     -1.91700000
  883     -2.93000000     -2.39500000
  884     -3.88200000     -4.99500000
  885     -1.73100000     -2.30600000
  886     -3.64800000     -3.54500000
  887     -3.40400000     -2.75600000
  888     -4.24900000     -4.13300000
  889     -2.86000000     -3.88400000
  890     -2.67500000     -2.20700000
  891     -2.62700000     -2.78900000
  892     -4.80000000     -4.31300000
  893     -3.17500000     -2.67800000
  894     -4.46600000     -4.70400000
  895     -2.87400000     -3.39400000
  896     -1.86500000     -2.51100000
  897     -2.65000000     -3.79900000
  898     -2.57200000     -2.57200000
  899     -3.45000000     -4.25800000
  900     -1.06400000     -0.93700000
  901     -1.50000000     -1.53700000
  902     -5.04000000     -5.05100000
  903     -5.55700000     -4.41400000
  904     -4.06700000     -4.41000000
  905     -1.77700000     -2.34700000
  906     -2.06000000     -2.25600000
  907     -3.17000000     -2.14600000
  908     -3.36500000     -3.38000000
  909     -1.84500000     -2.55100000
  910     -4.60800000     -5.24000000
  911     -7.92000000     -7.84600000
  912     -3.18300000     -3.28700000
  913     -1.10200000     -0.91900000
  914     -2.93400000     -3.37200000
  915     -3.17400000     -2.04200000
  916     -5.42600000     -5.31200000
  917     -2.02000000     -2.28500000
  918     -6.17000000     -5.09300000
  919     -3.76700000     -3.15200000
  920     -2.80000000     -2.08200000
  921     -4.32200000     -3.94200000
  922     -1.48000000     -0.51400000
  923     -1.20700000     -0.96900000
  924     -5.31800000     -6.94000000
  925     -3.91500000     -4.64200000
  926     -4.35000000     -4.72600000
  927     -2.71000000     -2.83200000
  928     -3.52000000     -2.85200000
  929     -1.66900000     -1.97000000
  930     -2.10200000     -3.42200000
  931     -3.64300000     -3.56400000
  932     -5.44000000     -5.08800000
  933     -1.83000000     -2.84700000
  934     -2.53700000     -1.64000000
  935     -2.30700000     -2.50900000
  936     -3.25000000     -3.46000000
  937     -8.65000000     -8.45400000
  938     -2.60000000     -3.09000000
  939     -5.54000000     -6.36500000
  940     -2.40000000     -2.22600000
  941     -4.38200000     -4.67100000
  942     -2.59100000     -2.65700000
  943     -3.68400000     -3.67900000
  944     -4.37000000     -3.03700000
  945     -2.14400000     -2.10500000
  946     -3.57000000     -5.41600000
  947     -2.58500000     -2.40900000
  948     -5.17900000     -4.54100000
  949     -1.55500000     -1.35200000
  950     -4.85700000     -4.68900000
  951     -2.15300000     -3.05400000
  952     -2.64000000     -3.01200000
  953     -4.68600000     -4.04700000
  954     -6.27100000     -6.26500000
  955     -3.80000000     -3.64400000
  956     -4.10100000     -3.00500000
  957     -4.18300000     -4.12400000
  958     -1.92700000     -2.47900000
  959     -5.78300000     -6.28700000
  960     -1.76400000     -3.11600000
  961     -1.75600000     -2.73600000
  962     -3.69100000     -4.68500000
  963     -2.79900000     -3.12700000
  964     -4.71000000     -4.69300000
  965     -5.73700000     -4.96800000
  966     -8.52700000    -10.24300000
  967     -2.19900000      0.99200000
  968     -2.76300000     -2.22400000
  969     -1.80000000     -3.22500000
  970     -4.58800000     -4.03000000
  971     -2.85100000     -3.87700000
  972     -3.38000000     -3.55300000
  973     -4.07500000     -5.27200000
  974     -3.67300000     -4.63000000
  975     -2.43000000     -0.55300000
  976     -2.25100000     -2.13600000
  977     -2.56000000     -3.42300000
  978     -3.84200000     -5.54600000
  979     -4.15300000     -4.57800000
  980     -1.52200000     -1.15900000
  981     -2.17100000     -1.98200000
  982     -6.66600000     -6.16900000
  983     -1.43100000     -1.17500000
  984     -6.89400000     -6.80300000
  985     -1.34000000     -1.35700000
  986    -10.25100000     -7.32900000
  987     -2.94200000     -4.02700000
  988     -3.35200000     -4.11700000
  989     -3.15200000     -4.01300000
  990     -2.59000000     -3.48400000
  991     -3.43900000     -3.60900000
  992     -6.94000000     -6.66800000
  993     -4.44000000     -3.70400000
  994     -1.64300000     -1.76500000
  995     -4.18000000     -4.28300000
  996     -4.23000000     -3.34900000
  997     -2.61000000     -2.97400000
  998     -2.16500000     -2.07600000
  999     -1.97600000     -1.44800000
 1000     -2.07900000     -2.48700000
 1001     -1.73500000     -1.85200000
 1002     -1.23000000     -1.90100000
 1003     -2.55000000     -2.98600000
 1004     -2.11000000     -1.81100000
 1005     -1.52000000     -1.06800000
 1006     -3.29600000     -2.77700000
 1007     -1.62600000     -2.14200000
 1008     -2.60300000     -3.45600000
 1009     -1.05500000     -1.30600000
 1010     -5.38000000     -4.89300000
 1011     -2.11000000     -1.91800000
 1012     -2.16400000     -1.96600000
 1013     -1.87400000     -2.69200000
 1014     -5.49600000     -3.45700000
 1015     -3.69000000     -2.76800000
 1016     -2.33700000     -2.74200000
 1017     -4.28300000     -2.47500000
 1018     -1.53100000     -1.97700000
 1019     -2.31500000     -3.34500000
 1020     -2.30300000     -2.84900000
 1021     -3.12000000     -1.83500000
 1022     -3.83400000     -3.31900000
 1023     -4.36000000     -4.48400000
 1024     -4.21400000     -2.74300000
 1025     -2.64600000     -2.73600000
 1026     -4.13000000     -3.89600000
 1027     -1.59000000     -1.48800000
 1028     -3.68000000     -3.66400000
 1029     -2.15000000     -1.98200000
 1030     -3.13000000     -3.56500000
 1031     -2.36700000     -2.62100000
 1032     -3.35000000     -3.80300000
 1033     -4.68900000     -4.25200000
 1034     -2.73000000     -2.34000000
 1035     -1.46000000     -2.81500000
 1036     -9.16000000    -10.04200000
 1037     -4.86500000     -4.16500000
 1038     -2.25700000     -2.21200000
 1039     -1.48000000     -0.99100000
 1040     -5.12900000     -5.16400000
 1041     -5.35100000     -5.60900000
 1042     -2.54600000     -2.20600000
 1043     -4.76100000     -5.28200000
 1044     -2.08700000     -2.25600000
 1045     -3.42900000     -2.89100000
 1046     -2.86800000     -2.66400000
 1047     -2.07900000     -2.49800000
 1048     -4.56700000     -5.37300000
 1049     -1.67000000     -3.43900000
 1050     -3.77700000     -3.82800000
 1051     -2.90600000     -3.34600000
 1052     -1.50500000     -0.83300000
 1053     -1.80200000     -1.48500000
 1054     -1.54000000     -2.62300000
 1055     -2.08100000     -3.15300000
 1056     -6.37800000     -9.46000000
 1057     -2.68000000     -3.21800000
 1058     -3.83400000     -5.32800000
 1059     -1.59800000     -1.50400000
 1060     -3.50000000     -7.40500000
 1061     -2.97200000     -2.74900000
 1062     -2.86800000     -3.39000000
 1063     -3.16500000     -3.33300000
 1064     -4.15000000     -3.77400000
 1065     -3.04700000     -2.82100000
 1066     -3.27800000     -3.38900000
 1067     -4.53000000     -4.93400000
 1068     -1.83100000     -2.98800000
 1069     -1.28000000     -1.07800000
 1070     -5.89500000     -6.38700000
 1071     -2.48000000     -2.26100000
 1072     -2.28000000     -3.12500000
 1073     -4.09800000     -5.26500000
 1074     -3.11000000     -4.48400000
 1075     -3.48500000     -3.97300000
 1076     -4.21000000     -3.66700000
 1077     -7.43000000     -7.24100000
 1078     -3.17200000     -3.22000000
 1079     -1.31400000     -1.88900000
 1080     -6.14400000     -5.46500000
 1081     -3.75900000     -4.76400000
 1082     -2.13600000     -2.97500000
 1083     -1.47000000     -2.18900000
 1084     -3.30900000     -4.05700000
 1085     -6.05300000     -5.02300000
 1086     -3.60400000     -4.18800000
 1087     -2.51000000     -2.48700000
 1088     -2.22100000     -2.51300000
 1089     -3.61200000     -2.69700000
 1090     -2.16000000     -1.90600000
 1091     -1.24400000     -2.44400000
 1092     -5.99600000     -5.04400000
 1093     -1.28000000     -1.39200000
 1094     -5.18000000     -5.11100000
 1095     -2.09000000     -2.83100000
 1096     -2.42000000     -1.68600000
 1097     -3.69600000     -3.41900000
 1098     -1.31400000     -2.05200000
 1099     -2.00800000     -1.13700000
 1100     -5.25800000     -5.41600000
 1101     -5.07200000     -4.31600000
 1102     -2.36300000     -2.56900000
 1103     -1.72400000     -2.08400000
 1104     -4.86900000     -4.79200000
 1105     -6.78500000     -6.79900000
 1106     -3.59000000     -4.45900000
 1107     -2.09000000     -2.32200000
 1108     -2.05600000     -3.32400000
 1109     -4.13100000     -3.65300000
 1110     -4.55000000     -5.24600000
 1111     -1.19800000      0.05500000
 1112     -1.45000000     -1.54400000
 1113    -11.62000000    -10.92300000
 1114     -3.21300000     -3.25400000
 1115     -4.87800000     -4.95300000
 1116     -1.97800000     -1.39200000
 1117     -2.20100000     -3.12200000
 1118     -5.14900000     -4.47600000
 1119     -4.14700000     -3.74600000
 1120     -1.43000000     10.96500000
 1121     -5.19200000     -4.97000000
 1122     -2.34400000     -2.47200000
 1123     -2.06000000     -2.49500000
 1124     -2.02600000     -1.73800000
 1125     -3.81000000     -3.09100000
 1126     -3.91200000     -4.13400000
 1127     -4.08100000     -5.59100000
 1128     -5.06000000     -4.06200000
 1129     -4.07000000     -4.25600000
 1130     -2.39700000     -2.83300000
 1131     -1.51400000     -1.17000000
 1132     -2.18200000     -1.44700000
 1133     -4.53200000     -3.75500000
 1134     -1.44000000      0.20100000
 1135     -6.28200000     -2.43000000
 1136     -2.23700000     -2.53200000
 1137     -1.52000000     -1.79100000
 1138     -2.80800000     -2.25500000
 1139     -3.55600000     -4.26200000
 1140     -3.52400000     -2.80600000
 1141     -3.21400000     -2.97800000
 1142     -1.64000000     -2.16500000
 1143     -3.21300000     -3.08400000
 1144     -2.92400000     -3.55300000
 1145     -2.17300000     -2.31400000
 1146     -3.05800000     -2.67000000
 1147     -3.07000000     -3.84200000
 1148     -1.04000000     -1.41000000
 1149     -5.22200000     -4.96500000
 1150     -1.25900000     -0.89700000
 1151     -2.53500000     -1.78600000
 1152     -1.70500000     -2.19900000
 1153     -4.00000000     -3.89600000
 1154     -2.46000000     -2.18500000
 1155     -3.85400000     -3.36100000
 1156     -2.17000000     -1.40500000
 1157     -2.89000000     -2.40900000
 1158     -1.21400000     -1.58100000
 1159     -2.57600000     -2.95400000
 1160     -6.83300000     -6.95500000
 1161     -3.76000000     -3.67000000
      0.6381222       0.8429966       0.9181485
++++++++++++++++++++++++++++++++++++++++
process end at : 
Fri Oct 21 20:50:41 CST 2022
